comment,time,vader_scores,vader_compound,vader_label
 @Jair.02 estás defendiendo a violadores solo porque también fueron violados? Sos la burla. Quien viola debe morir ni siquiera debería tener la opción de ir a la cárcel.,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @Colombia123-x6v  lo que le allá pagado a ti que te importa luisito comuníca bien venido a nuestro hermoso país si mi presidente te abre las puertas de nuestro país también los buenos salvadoreños de bien te recibimos con Alegría bien benido luisito comunica regresa pronto por que este también es tu pais,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Que bueno,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mexico no lo necesita tenemos a Obrador y eso es mejor 🫶🏾,1 year ago,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Por un momento me astaba asustando...ver mas,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Wow si que gran cambio!!! Es admirable el trabajo de su presidente en México necesitamos un líder así felicidades a los Salvadoreños porque finalmente son libres y caminan sin miedo.,1 year ago,"{'neg': 0.093, 'neu': 0.695, 'pos': 0.213, 'compound': 0.6884}",0.6884,positive
Hey cm le hicistes para tener mucha información ni siquiera TELEMUNDO pudo acaparar una entrevista completa cm la tuya ????,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Llora pues floricundia 😂,1 year ago,"{'neg': 0.162, 'neu': 0.513, 'pos': 0.325, 'compound': 0.4404}",0.4404,positive
​ @tavomontana3302 aunque pasara eso prefiero eso siendo que los ricos son menos y no tan sanguinarios tampoco era un rico el que asesinaba en las calles.,1 year ago (edited),"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
7 MIL SALVADOREÑOS HAN SALIDO LIBRES POR UN ERROR DEL REGUIMEN DE EXCEPCIÓN DE NAYIK BUKELE 🎉🎉🎉🎉🎉 AUN FALTAN MILES MAS,1 year ago,"{'neg': 0.084, 'neu': 0.586, 'pos': 0.33, 'compound': 0.8429}",0.8429,positive
Soy estadounidense contemplando mudar a Salvador en el futuro ❤,1 year ago,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,positive
​ @DanielMartinez-hi5cv  A QUE VIENE ESO?? SI NO HUBIERA UN BUKELE HUBIERA CAOS TOTAL EN EL SALVADOR!!,1 year ago (edited),"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5963}",-0.5963,negative
En colombia les dan un puesto en el congreso,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Media Republica dominicana tuviera hay xd,1 year ago,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.5859}",0.5859,positive
Envidia de la buena mi amigo ojalá aquí en mi país lleguemos a algo así,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Con respeto te pregunto : Se puede ir a Vacacionar a Él Salvador sin problemas?,1 year ago,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.5574}",-0.5574,negative
​ @isabelsalmeronjuarez1220 no es raro es lo más justo que paguen y sigan pagando por toda la sangre que hicieron correr,1 year ago (edited),"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Abrazos no balazos 😂😂😢😢,1 year ago,"{'neg': 0.409, 'neu': 0.336, 'pos': 0.255, 'compound': -0.3818}",-0.3818,negative
Siendo salvadoreño me da satisfacción ver esto porque en el pasado mi familia sufrió bastante por culpa de ellos. Gracias sr Bukele por darnos la paz que nuestra nación necesitaba. Por 5 años más.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
mola mucho lo de las pistas de audio en diferentes idiomas. Las IAs son una pasada 🤯🤯,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
¿Usted mismo se dobla en inglés? Si es así bien 👍🏻,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ojalá imprimieran más Bukeles aquí está inundado de criminales,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
😂😂😂🎉😂 1:00 🎉😂 1:30 1:30 1:33 😂😂😂😂 1:37 1:38 1:38 😂😂 1:40 1:42 😂 1:44 😂 1:46 😂🎉 2:08 😂 2:10 2:12 😂😂❤,3 months ago,"{'neg': 0.181, 'neu': 0.387, 'pos': 0.432, 'compound': 0.9955}",0.9955,positive
Yo igual,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
❤,9 months ago,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
😂😂😂😂😂 no seas p3nd3ja mija,1 year ago,"{'neg': 0.24, 'neu': 0.37, 'pos': 0.39, 'compound': 0.9062}",0.9062,positive
GRACIAS. GRANDE CRACK SALUDOS DESDE LONG ISLAND NEW YORK,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Parabéns para seu presidente,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @fumofu38 🧠???,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Totalmente de acuerdo donde esten todos los malos incluyendo políticos 🚨,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Y yo en mi  México desgraciadamente tengo que vivir con miedo  en pleno 2024  triste pero cierto,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Wuaoo chamo que brutal .y que bueno todo lo que está pasando en el pais,1 year ago,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative
Soy de 🇲🇽mexico y necesitamos un presidente como Bukele mi país sigue con mucha inseguridad y sigue predominando el narcotrafico ojalá y muchos países de Latinoamérica pudieran hacer lo mismo y replicar este sistemaBukele es el ejemplo de cuando quieres cambiar un país lo logras solo que muchas presidentes ven por su beneficio y de los suyos pero no ven por su nacion,1 year ago,"{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Excelente video.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Igualmente soy de El Salvador y que años tan duros pasamos por este tipo de personas perdi muchos seres queridos que nos arrebataron estos seres Dios siempre justo nos puso un presidente que iso que eso quedara en el olvido..,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"​ @jerbin85 casi 3 millones De Salvadoreños que votaron por Bukele. Tienen miedo?. Los que tienen miedo son los que "" algo"" deven.",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Thanks man,1 year ago,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
​ @tavomontana3302 veamos que pasa si dejamos a estas personas pasar por tu casa y con todas las muejres de tu familia ahí también.. Haber que pasa,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Panamá principalmente,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @tavomontana3302 Amo a Bukele🥰,1 year ago (edited),"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.8074}",0.8074,positive
Moises dime. Las detenciones a inocentes son falsas?,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Esperemos en México pasara lo mismo como un verdadero presidente que tenga un amor a su nación como bukele.,1 year ago,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.6124}",0.6124,positive
🤍,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
¿Es una IA lo qué estás utilizando? Porqué actores de doblaje no deben ser el inglés se escucha muy muy muy robotico y antinatural,1 year ago,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @tavomontana3302  siempre hay una opción y el cometer esos crímenes tan crueles escudándose de que son pobres no es una justificación,1 year ago (edited),"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
 @ensenarfacil1897  te AQA O,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Excelente felicitaciones al presidente Dios lo bendiga todos los días de su vida 😊,1 year ago,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7184}",0.7184,positive
Those Guards look like in GTA 5 they don’t Move just Stand there like Robots crazy imagine doing this the rest of your life for the prisoner who don’t take turns like guards days off,1 year ago,"{'neg': 0.136, 'neu': 0.691, 'pos': 0.173, 'compound': 0.1531}",0.1531,positive
Cuál Latinoamérica? Acaso hablan latin? Claramente se puede leer República de El Salvador de América Central. De donde carajos sacas lo LATINO?,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @venuzgiraldo8571 igual que en España 🇪🇸😂😂😂😂 los más peligrosos están en el desgobierno 🤷‍♀️,1 year ago (edited),"{'neg': 0.144, 'neu': 0.568, 'pos': 0.288, 'compound': 0.891}",0.891,positive
Que cosa ? Violar derechos humanos ?,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lo que toda Latinoamérica necesita. Bravo Bukele,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @isabelsalmeronjuarez1220 si un sentimiento raro y hasta cierto punto deprimente pero te recuerdas que ellos mataron a sangre fría sin remordimiento a probablemente inocentes y se te pasa😅,1 year ago (edited),"{'neg': 0.097, 'neu': 0.836, 'pos': 0.067, 'compound': -0.2732}",-0.2732,negative
Mexicanos: También tengo ese sueño Don pool,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Aquí en Colombia por allá en el 2004 idolatraban a un presidente con su famosísima seguridad democrática. Ahora está siendo procesado por uno de los cientos de denuncias que tiene en su contra. No voy a decir cosas buenas o malas solo esperar que el tiempo y la historia le dé el reconocimiento que siempre el presidente de allá,1 year ago,"{'neg': 0.037, 'neu': 0.963, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Voz pisado zerote eres I tienes el mejor precidente del Salvador  🇸🇻 salud por el Salvador 🇸🇻 y que sigan asi con bukele Dios te bendiga saludos desde longbeach California y que viva 🇲🇽,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
🎉🎉 Felicidades por ese gran cambio! Saludos desde México 🇲🇽,1 year ago,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.69}",0.69,positive
Gracias por eso la verdad se necesita mucho,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Oòœ,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Y España también lo necesita por favor,1 year ago,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,positive
Pues.. bien por la seguridad pero ahora a todos los salvadoreños les tocará mantener toda esa cárcel con sus impuestos si vieron el video de Rubén Diez (letal Crisis) la gente del Salvador sigue sin incremento salarial sube la canasta básica les están quitando espacios para venta de productos así que no todo es bonito… una cárcel enorme para un presidente que tiene problemas de niñez con la falta de seguridad,1 year ago,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.872}",-0.872,negative
El mundo os envidia,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Es triste ver tanto jóvenes y mayores tras las rejas pero ellos no pensaron cuando robaban asesinaban  a personas  honradas ellos mis se buscaron  donde están El Presidente Bukele está haciendo un país seguro y próspero. Cuiden a su presidente pueblo Salvadoreño ojalá que lo tengan por siempre.,1 year ago,"{'neg': 0.045, 'neu': 0.955, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Dios para mostrar su poder tuvo que convertir el peor país para vivir en un país completamente seguro,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Las pistas están hechas con IA? 😮,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Por eso me tuvimos que salir del país,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Exacto ha dado un giro de 380 grados. Y si es un orgullo ser salvadoreños y tener como presidente al Sr. Nayib Bukelle 😊.  Todo gracias a Dios quien sabe qué es lo que realmente necesitamos y que vio las injusticias de los presidentes anteriores. Gracias Dios por.darnos al presidente Bukelle ❤,1 year ago,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.9118}",0.9118,positive
VIVA BUKELE!!!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @SonidoRojo  Hay mucha gente que lo critica incluso en el mismo salvador hay gente que esta en desacuerdo pero es una estupides total,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Yo soy prevendedor de productos y un día después iba a visitar santa ana y tuve un sueño en el sueño oía una voz no vayas que los pandilleros te van a matar y te matan no vayas que los pandilleros te van a matar y te matan y desperté con aquello pues no voy me iré a otro departamento y así lo hice y ese día asesinaron a tres personas ahí al rededor del mercado,1 year ago,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
Que pro,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Me saludas por favor ❤,1 year ago,"{'neg': 0.0, 'neu': 0.367, 'pos': 0.633, 'compound': 0.7845}",0.7845,positive
"Era hora de algo distinto / espero más realidsdes.

Lo siento.. pero era morboso en este tema hay..
Todavía no vi el vídeo...",1 year ago,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Yo tube  que salir de Ecuador para viajar a  estados Unidos por que esta bien pero bien mal y eso😭,1 year ago,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Bukele el mejor presidente! Colombia pide uno igual,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Me slegra muchísimo que tu pais haya cambiado para bien.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lo mismo decian los alemanes de los judios,4 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Nunca he dicho esto por ningún presidente ¡¡ viva Bukele bendiciones a ese gran presidente!!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @tavomontana3302  el defiende a los criminales es porque también es lo Hmmm seras uno?  Puede ser porque no tiene sentido decir pobrecitos a estos seres que perdieron la humanidad.,1 year ago (edited),"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
"Entiendo tu sentir y el de todo aquel que pasó por este triste situación de crimínale pero …
He visto videos donde también discuten que hay muchos Inocentes que culparon saben algo acerca de esto ⁉️🤔💬",1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @jaimehernandez9321  y donde estan que no los hemos visto,1 year ago (edited),"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @adriqz5333  yo tambien sueño lo mismo realment pudiendo decir al fin no da miedo salir de noche aqui en Ecuador,1 year ago (edited),"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
 @sinnombre11112  es eso lo que me gustaría saber a mí ajja,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Le falta gemidos al potu.gues,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Arriba Bukele.👏🏻,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Saludos desde Honduras,6 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Somos Primero País Colombia 🇨🇴 Ir Cance Salvador Noticias Caracol Periodista Está Semana Ganamos Premios 🎉❤,1 year ago,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7845}",0.7845,positive
​ @binipwince  Pero no muestra estadisticas 🕺,1 year ago (edited),"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Que bueno que se mejoró el tema de la inseguridad pero faltan otros como la educación economía e inversión,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
¡Qué pena! no está el alemán suizo. No podré compartírselo a una amistad que tengo en Lucerna... Por cierto el año pasado Miss Suiza tuvo un acto protocolario con Nayib Bukele y en el periódico Swiss Info (que está en varios idiomas) se dice lo honrada que se sintió con él o algo así y parece que en ese periódico NO se habla  mal de Bukele (lo poco que he visto por encima),1 year ago,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.8034}",-0.8034,negative
Así hace falta uno aquí en México!!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @DenissAguilar19 por qué vivos pueden trabajar y sirven más a el país.,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Italiano porfavor tengo a mi marido y  la familia de mi marido a quiciera la escucharán en su idioma,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
yo tuve que defenderme con pistola de asaltos cuando era vendedor me obligó la situación a armarme por querer comer,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @alterx7 empezando por los políticos,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Que locura grande luisito,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Es un ejercito que esta creando ese presidente,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ya no puedo ver los vídeos 😢,1 year ago,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative
Espero poder un día decir eso de Colombia 😢,1 year ago,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
a quien le importa,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Sube mas videos de El Salvador ❤,1 year ago,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,positive
Saludos @luisito comunica te apoyo en todas las redes sociales❤,1 year ago,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,positive
Helicoidales Venezuela,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mejor lethal cris,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Que gran video te sacaste luisito.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bukelele deveria darle classes a otros presidentes de como se maneja un pais.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Escomo Corea del Norte propaganda,1 year ago,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
Que se violen los derechos humanos? Encerrados sin previo juicio y por lo tanto sentencia???,1 year ago,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.6767}",-0.6767,negative
😮,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Que felicidad es escuchar que las personas recuperan la paz espero y en mi país se pueda hacer algo parecido nunca hay que dejar de luchar por la felicidad.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Eso esta echo con la ia?,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ven al carnaval de oruro plis luisito,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Que genial,1 year ago,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
 @DanielMartinez-hi5cv  y eso se supone que es bueno?,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Vamos que se note la IA,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Denle gloria a dios por poner un hombre así en su país ....no sabes la envidia que uno siente la impotencia 😢😢😢son muy afortunado s,1 year ago,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.8519}",-0.8519,negative
Pero elecciones livres no le gusta verdad??,1 year ago,"{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.3736}",-0.3736,negative
​ @edu6698 una persona no hará la diferencia con calderón tenemos el ejemplo,1 year ago (edited),"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @DanielMartinez-hi5cv  Brasil um desses,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Non c’è in italiano…,3 weeks ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Quiero un presidente así para mi bello México 🇲🇽 mi México se pudre con tanta corruption solo quiero lo menor para mi gente no estoy en contra de nadie y espero no ofender a nadie pero es triste cómo se vive casi en todo el territorio Mexicano🇲🇽 POR UN MUNDO MEJOR … 🙌🏻,1 year ago,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
Tal vez esté generalizando mucho pero en ese lugar no hay víctimas solo culpables de crímenes horrendos que han cometido por años sin consecuencias y que no hay ricos presos XD los ricos son sus jefes que creiste que al ver a sus perros ser arrestados ellos se ivan a quedar también jajaja eso es pecar de inocente o ignorante,1 year ago,"{'neg': 0.117, 'neu': 0.817, 'pos': 0.066, 'compound': -0.3542}",-0.3542,negative
"no puedes hacer lo que se ha echo en esa ciudad considerada ""país"" es difícil que eso funcione en un país de verdad",1 year ago,"{'neg': 0.086, 'neu': 0.82, 'pos': 0.094, 'compound': 0.0516}",0.0516,positive
En diciembre cuando no sabías si eran cuetes o balasos XD,1 year ago,"{'neg': 0.14, 'neu': 0.572, 'pos': 0.288, 'compound': 0.516}",0.516,positive
 @tavomontana3302 a los pobres q matan vi0lan secuestran??? pobrecitos q pecado,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Que super Excelente 
Muchas felicidades por poner la opcion de idioma",1 year ago,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,positive
Cuando su pensamiento le cambié que esperemos que no y decida que quiera gobernar e salvador por un largo tiempo jaja ahí veremos si piensas lo mismo...,1 year ago,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
necesito a tu presidente en Colombia xd,1 year ago,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.5859}",0.5859,positive
5:06 5:08 5:10 5 5:20  😂,3 months ago,"{'neg': 0.139, 'neu': 0.584, 'pos': 0.277, 'compound': 0.4404}",0.4404,positive
Salí del Salvador hace 10 años debido a la situación con relación a pandillas  al ver esto la verdad me llena de tranquilidad que al fin se hizo justicia con muchas personas que sufrieron por causa de las pandillas  cuantos amigos hermanos padres tíos sobrinos muertos a manos de estos criminales  cosas horripilantes como la vez que prendieron un microbús lleno de personas y los quemaron vivos a todos ! El Salvador jamás olvidará eso ! Gracias a Dios se levantó ese hombre que le ah dado La Paz a mi hermoso país ! Story loco por regresar pronto ! Dios bendiga El Salvador y a su linda gente honrada !,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Yo suelo visitar El Salvador porque paso desde Aduana El Poy hacia frontera El Amatillo en Honduras me encanta que la gente sea educada y las calles son limpias yo manejo un autobus y es totalmente diferente a Honduras.
 Hay mucho por aprender En El Salvador te dan la pasada mientras que en Honduras no hay educacion en la carretera te suben el auto al techo de ser posible 🤣🤣",1 year ago,"{'neg': 0.026, 'neu': 0.898, 'pos': 0.076, 'compound': 0.6369}",0.6369,positive
Wtf,1 year ago,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",-0.5859,negative
Sin palabras !!!,1 year ago,"{'neg': 0.691, 'neu': 0.309, 'pos': 0.0, 'compound': -0.6679}",-0.6679,negative
"Soy de Los Angeles California de padres mexicanos y siempre tuve amigos de el Salvador. 
El Salvador se me hace muy lindo y la verdad hasta a mi me da orgullo por ustedes.
Bukele si es un presidente no como otros.",1 year ago,"{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @edu6698  en México tenemos un excelente presidente pero los anteriores gobiernos y las personas que no simpatizan con el presidente siempre dicen 💩💩,1 year ago (edited),"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Manden a bukele para México 😢,1 year ago,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Me he asustado al principio cuando te escuché hablando portugués 😅,1 year ago,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,positive
0:10 0,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
🙏🙏🙏🙏🙏🙏,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
